Date,GA,GA Title,Lecture Title,URL,Location
07/06/1919,332b,Current Social and Economic Issues,Address at the Meeting for the Election of Committee Members for the Cultural Council,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190607e01.html,Stuttgart
08/06/1919,192,Spiritual-Scientific Consideration of Social and Pedagogic Questions,"Pedagogy, from the Standpoint of the History of Culture",https://rsarchive.org/Lectures/GA192/English/UNK192A/19190608p01.html,Stuttgart
08/06/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190608.html,
09/06/1919,192,Humanistic Treatment of Social and Educational Issues,Eighth Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190609p01.html,Stuttgart
12/06/1919,193,Some Characteristics of Today,Some Characteristics of Today,https://rsarchive.org/Lectures/GA193/English/Singles/19190612p01.html,Heidenheim
14/06/1919,331,Work Councils and Socialization,Fourth Discussion Evening,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190614p01.html,Stuttgart
15/06/1919,192,Humanistic Treatment of Social and Educational Issues,Ninth Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190615p01.html,Stuttgart
16/06/1919,330,The Reorganization of the Social Organism,The Social Aspect of Legal and Economic Institutions and the Freedom of the Human Spirit,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190616p02.html,Stuttgart
18/06/1919,330,The Reorganization of the Social Organism,"Liberty for the Spirit, Equality for the Law, Fraternity for the Economy",https://rsarchive.org/Lectures/GA330/English/SOL2024/19190618p02.html,Stuttgart
19/06/1919,330,The Reorganization of the Social Organism,The Tasks of Schools and the Tripartite Social Organism,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190619p02.html,Stuttgart
21/06/1919,332b,Current Social and Economic Issues,Address at the Deliberations for the Founding of a Cultural Council,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190621e01.html,Stuttgart
22/06/1919,192,Humanistic Treatment of Social and Educational Issues,Tenth Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190622p01.html,Stuttgart
22/06/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190622e01.html,Stuttgart
24/06/1919,331,Work Councils and Socialization,Fifth Discussion Evening,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190624p01.html,Stuttgart
27/06/1919,332b,Current Social and Economic Issues,Anthroposophy and the Social Question,https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190627e01.html,Stuttgart
28/06/1919,263,Correspondence with Edith Maryon 1912–1924,Letter to Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190628.html,Stuttgart
29/06/1919,192,Humanistic Treatment of Social and Educational Issues,Eleventh Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190629p01.html,Stuttgart
02/07/1919,331,Work Councils and Socialization,Sixth Discussion Evening,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190702p01.html,Stuttgart
06/07/1919,192,Humanistic Treatment of Social and Educational Issues,Twelfth Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190706p01.html,Stuttgart
06/07/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190706.html,
09/07/1919,330,The Reorganization of the Social Organism,The Path to Psychic Experiences and Knowledge as a Basis for a Real Understanding of People,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190709p02.html,Stuttgart
10/07/1919,332b,Current Social and Economic Issues,The Establishment of a Cultural Council (Address),https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190710e01.html,Stuttgart
11/07/1919,330,The Supersensible Being of Man and the Evolution of Mankind,Supersensible Being of Man and the Evolution of Mankind,https://rsarchive.org/Lectures/GA330/English/Singles/19190711p01.html,Stuttgart
13/07/1919,192,Humanistic Treatment of Social and Educational Issues,Thirteenth Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190713p01.html,Stuttgart
17/07/1919,331,Work Councils and Socialization,Seventh Discussion Evening,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190717p01.html,Stuttgart
19/07/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190719e01.html,Stuttgart
20/07/1919,192,Humanistic Treatment of Social and Educational Issues,Fourteenth Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190720p01.html,Stuttgart
22/07/1919,333,Freedom of Thought and Social Forces,The Knowledge of the Supersensible Human Nature and the Task for Our Age,https://rsarchive.org/Lectures/GA333/English/SOL2024/19190722.html,Ulm
23/07/1919,331,Work Councils and Socialization,Meeting for the Formation of the Preparatory Württemberg Works Council,https://rsarchive.org/Lectures/GA331/English/SOL2024/19190723p01.html,Stuttgart
24/07/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190724e01.html,Stuttgart
25/07/1919,332b,Current Social and Economic Issues,The Establishment of a Cultural Council (Lecture),https://rsarchive.org/Lectures/GA332b/English/SOL2024/19190725e01.html,Stuttgart
25/07/1919,263,Correspondence with Edith Maryon 1912–1924,Letter to Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190725.html,Stuttgart
26/07/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Supernatural Essence of Man and the Development of Humanity,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190726e01.html,Mannheim
27/07/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190727e01.html,Mannheim
28/07/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,"Freedom for the Mind, Equality for the Law, Fraternity for Economic Life",https://rsarchive.org/Lectures/GA336/English/SOL2024/19190728e01.html,Mannheim
30/07/1919,330,The Reorganization of the Social Organism,History of the Social Movement,https://rsarchive.org/Lectures/GA330/English/SOL2024/19190730p02.html,Stuttgart
30/07/1919,337a,"Social Ideas, Social Reality, Social Practice I",The History of the Social Movement,https://rsarchive.org/Lectures/GA337a/English/SOL2024/19190730e01.html,Stuttgart
31/07/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190731.html,
03/08/1919,192,Humanistic Treatment of Social and Educational Issues,Fifteenth Lecture,https://rsarchive.org/Lectures/GA192/English/SOL2024/19190803p01.html,Stuttgart
09/08/1919,296,Education as a Social Problem,Historical Requirements of the Present Time,https://rsarchive.org/Lectures/GA296/English/AP1969/19190809p01.html,Dornach
10/08/1919,296,Education as a Social Problem,The Social Structure in Ancient Greece and Rome,https://rsarchive.org/Lectures/GA296/English/AP1969/19190810p01.html,Dornach
11/08/1919,296,Education as a Social Problem,"Commodity, Labor, and Capital",https://rsarchive.org/Lectures/GA296/English/AP1969/19190811p01.html,Dornach
11/08/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190811e01.html,Dornach
15/08/1919,296,Education as a Social Problem,Education as a Problem Involving the Training of Teachers,https://rsarchive.org/Lectures/GA296/English/AP1969/19190815p01.html,Dornach
16/08/1919,296,Education as a Social Problem,The Metamorphoses of Human Intelligence: Present Trends and Dangers,https://rsarchive.org/Lectures/GA296/English/AP1969/19190816p01.html,Dornach
16/08/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190816e01.html,Dornach
17/08/1919,296,Education as a Social Problem,"The Inexpressible Name, Spirits of Space and Time, Conquering Egotism",https://rsarchive.org/Lectures/GA296/English/AP1969/19190817p02.html,Dornach
17/08/1919,296,The Inexpressible Name. Spirits of Space and Time.,The Inexpressible Name. Spirits of Space and Time.,https://rsarchive.org/Lectures/GA296/English/Singles/19190817p01.html,Dornach
17/08/1919,277b,The Development of Eurythmy 1918–1920,Eurythmy Address,https://rsarchive.org/Lectures/GA277b/English/SOL2024/19190817e01.html,Dornach
18/08/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Threefold Social Organism I,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190818e01.html,Dresden
19/08/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Threefold Social Organism II,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190819e01.html,Dresden
20/08/1919,336,The Big Questions of our Time and Anthroposophical Spiritual Knowledge,The Threefold Social Organism III,https://rsarchive.org/Lectures/GA336/English/SOL2024/19190820e01.html,Dresden
21/08/1919,293,The Study of Man,Lecture I,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190821a01.html,Stuttgart
21/08/1919,294,Practical Course for Teachers,"Aphoristic remarks on Artistic Activity, Arithmetic, Reading, and Writing",https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190821n01.html,Stuttgart
21/08/1919,295,Discussions with Teachers,Discussion One,https://rsarchive.org/Lectures/GA295/English/AP1997/19190821d01.html,Stuttgart
22/08/1919,293,The Study of Man,Lecture II,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190822a01.html,Stuttgart
22/08/1919,294,Practical Course for Teachers,On Language — the Oneness of man with the Universe,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190822n01.html,Stuttgart
22/08/1919,295,Discussions with Teachers,Discussion Two,https://rsarchive.org/Lectures/GA295/English/AP1997/19190822d02.html,Stuttgart
23/08/1919,293,The Study of Man,Lecture III,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190823a01.html,Stuttgart
23/08/1919,294,Practical Course for Teachers,"On the Plastically Formative Arts, Music, and Poetry",https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190823n01.html,Stuttgart
23/08/1919,295,Discussions with Teachers,Discussion Three,https://rsarchive.org/Lectures/GA295/English/AP1997/19190824d03.html,Stuttgart
24/08/1919,297,The Spirit of the Waldorf School,The Intent of the Waldorf School,https://rsarchive.org/Lectures/GA297/English/AP1995/19190824d01.html,Stuttgart
24/08/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190824.html,
25/08/1919,293,The Study of Man,Lecture IV,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190825a01.html,Stuttgart
25/08/1919,294,Practical Course for Teachers,"The First School-lesson — Manual Skill, Drawing and Painting — the Beginnings of Language-teaching",https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190825n01.html,Stuttgart
25/08/1919,295,Discussions with Teachers,Discussion Four,https://rsarchive.org/Lectures/GA295/English/AP1997/19190825d04.html,Stuttgart
26/08/1919,293,The Study of Man,Lecture V,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190826a01.html,Stuttgart
26/08/1919,294,Practical Course for Teachers,Writing and Reading — Spelling,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190826n01.html,Stuttgart
26/08/1919,295,Discussions with Teachers,Discussion Five,https://rsarchive.org/Lectures/GA295/English/AP1997/19190826d05.html,Stuttgart
27/08/1919,293,The Study of Man,Lecture VI,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190827a01.html,Stuttgart
27/08/1919,294,Practical Course for Teachers,On the Rhythm of Life and Rhythmical Repetition in Teaching,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190827n01.html,Stuttgart
27/08/1919,295,Discussions with Teachers,Discussion Six,https://rsarchive.org/Lectures/GA295/English/AP1997/19190827d06.html,Stuttgart
28/08/1919,293,The Study of Man,Lecture VII,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190828a01.html,Stuttgart
28/08/1919,294,Practical Course for Teachers,The Teaching in the Ninth Year — Natural History — the Animal Kingdom,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190828n01.html,Stuttgart
28/08/1919,295,Discussions with Teachers,Discussion Seven,https://rsarchive.org/Lectures/GA295/English/AP1997/19190828d07.html,Stuttgart
29/08/1919,293,The Study of Man,Lecture VIII,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190829a01.html,Stuttgart
29/08/1919,294,Practical Course for Teachers,Education After the Twelfth — History — Physics,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190829n01.html,Stuttgart
29/08/1919,,Discussions with Teachers,Discussion Eight,https://rsarchive.org/Lectures/GA295/English/AP1997/19190829d08.html,Stuttgart
30/08/1919,293,The Study of Man,Lecture IX,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190830a01.html,Stuttgart
30/08/1919,294,Practical Course for Teachers,On the Teaching of Languages,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190830n01.html,Stuttgart
30/08/1919,295,Discussions with Teachers,Discussion Nine,https://rsarchive.org/Lectures/GA295/English/AP1997/19190830d09.html,Stuttgart
31/08/1919,297,The Spirit of the Waldorf School,The Spirit of the Waldorf School,https://rsarchive.org/Lectures/GA297/English/AP1995/19190831d01.html,Stuttgart
31/08/1919,297,The Spirit of the Waldorf School,A Lecture for Prospective Parents of the Waldorf School,https://rsarchive.org/Lectures/GA297/English/AP1995/19190831d02.html,Stuttgart
01/09/1919,293,The Study of Man,Lecture X,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190901a01.html,Stuttgart
01/09/1919,294,Practical Course for Teachers,Arranging the Lesson up to the Fourteenth Year,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190901n01.html,Stuttgart
01/09/1919,295,Discussions with Teachers,Discussion Ten,https://rsarchive.org/Lectures/GA295/English/AP1997/19190901d10.html,Stuttgart
01/09/1919,263,Correspondence with Edith Maryon 1912–1924,Letter from Edith Maryon,https://rsarchive.org/Lectures/GA263/English/SOL2025/19190901.html,
02/09/1919,293,The Study of Man,Lecture XI,https://rsarchive.org/Lectures/GA293/English/RSP1966/19190902a01.html,Stuttgart
02/09/1919,294,Practical Course for Teachers,On the Teaching of Geography,https://rsarchive.org/Lectures/GA294/English/RSPC1937/19190902n01.html,Stuttgart
